StateAbbreviation,StateFIPS,CongressionalDistrict,Population,WMY,WMO,WFY,WFO,NWMY,NWMO,NWFY,NWFO
"IL",17,13,698295,0.23230010239225543,0.16920499215947415,0.21656463242612364,0.19271224912107346,7.325843662062595e-2,2.1254627342312347e-2,7.284027524183904e-2,2.1864684696295978e-2
"IL",17,14,746748,0.23975558019572868,0.18697873981584148,0.24010375655508953,0.19930150465752838,4.730779325823437e-2,1.8674305120335105e-2,5.0974358150272917e-2,1.6903962246969526e-2
"IL",17,15,701482,0.2520934250629382,0.2071143664413342,0.24223857490284853,0.22419962308369995,2.9295120901177793e-2,1.1720899467128166e-2,2.569132208666794e-2,7.64666805420524e-3
"IL",17,16,690420,0.24230033892413314,0.20267373482807566,0.2345601228237884,0.22059760725355582,3.888937168679934e-2,1.1563975551113815e-2,3.829263346948234e-2,1.1122215463051475e-2
"IL",17,17,689744,0.21383005868844093,0.19030828829246793,0.2070985757034494,0.21303846064626877,6.720319422858335e-2,2.168775661694774e-2,6.095884850031316e-2,2.587481732352873e-2
"IL",17,18,701065,0.24051692781696418,0.20029954426479712,0.24155392153366664,0.22363404249249355,3.692382304065957e-2,1.2729204852617089e-2,3.259754801623244e-2,1.1744987982569377e-2
"IN",18,1,714257,0.18846577632420825,0.15829596349773262,0.177255525672132,0.17317296155305442,0.1011064644798721,4.354875065977652e-2,0.103020341417725,5.51342163954991e-2
"IN",18,2,722928,0.24322892459553372,0.1813223446871611,0.24028257309164952,0.19926880685213466,5.115585507823739e-2,1.4879766726423655e-2,5.069246176659363e-2,1.916926720226634e-2
"IN",18,3,744914,0.25593961182096187,0.17843804788203738,0.24392345962084214,0.1967891595539888,4.616371822787597e-2,1.5037977538346708e-2,4.513004185718083e-2,1.8577983498766302e-2
"IN",18,4,758815,0.2637876162173916,0.17996086002517084,0.24469073489585735,0.19899975619881,4.484096914267641e-2,1.2346882968839573e-2,4.308428273030976e-2,1.2288897820944498e-2
"IN",18,5,781441,0.23511691861573683,0.17212303935933743,0.23842235050374885,0.19129659180923447,5.7845697883781376e-2,2.3304382544555507e-2,5.653785762456794e-2,2.5353161659037598e-2
"IN",18,6,720147,0.25702807898942853,0.2027516604248855,0.24904776385932317,0.22261704901915857,2.7629081284793244e-2,7.687319394512509e-3,2.276340802641683e-2,1.0475639001481641e-2
"IN",18,7,755875,0.18827980816934017,0.1120608566231189,0.18383727468166033,0.12750256325450637,0.1331212171324624,4.764941293203241e-2,0.1438200760707789,6.372879113610054e-2
"IN",18,8,714623,0.257262920448964,0.19699058104762932,0.24552666231005718,0.2162846703786472,3.0543377417183607e-2,1.2125274445406878e-2,3.0130572343739285e-2,1.1135941608372526e-2
"IN",18,9,753818,0.2659846275891528,0.18537631099283913,0.25359038919208615,0.20795470524715515,3.506549326229939e-2,1.0047518101186228e-2,3.0979626381964876e-2,1.1001329233316265e-2
"IA",19,1,774043,0.2521281117457299,0.19828484980808558,0.24276687470851102,0.2171546025220821,3.552128240937519e-2,8.505987393465222e-3,3.613106765386419e-2,9.50722375888678e-3
"IA",19,2,780802,0.2554680956247551,0.19067061815927724,0.2402030220209477,0.20904147274212925,4.080419875973678e-2,1.0056326699982838e-2,4.205163408905203e-2,1.1704631904119097e-2
"IA",19,3,835190,0.2564733773153414,0.17498653001113518,0.25064236880230845,0.1949592308337025,5.069145942839354e-2,1.1872747518528718e-2,4.6628910786767085e-2,1.3745375303823082e-2
"IA",19,4,755676,0.2577056833881187,0.20096178785617116,0.2417742524574024,0.21899729513706934,3.381210995188414e-2,8.905933230643821e-3,2.7789687643910883e-2,1.005325033479957e-2
"KS",20,1,702327,0.2731405741200324,0.17674815292591628,0.2558480593797476,0.19145782520108154,4.431838730391968e-2,1.3002490292983183e-2,3.4092381469030805e-2,1.1392129307288485e-2
"KS",20,2,715120,0.25007271506879963,0.18253020472088602,0.23715180668978633,0.20287364358429355,4.977066785993959e-2,1.83423761047097e-2,4.184332699407092e-2,1.7415258977514263e-2
"KS",20,3,770493,0.23714686570805965,0.1570358199230882,0.23429674247527232,0.1768997252408523,7.240299392726475e-2,2.484902523449272e-2,6.833157471904353e-2,2.9037252771926546e-2
"KS",20,4,725183,0.23452149319551066,0.16605050035646174,0.2280196860654483,0.18157347869434337,7.124684390009142e-2,2.4093228881537487e-2,6.622466329188632e-2,2.8270105614720698e-2
"KY",21,1,716177,0.2487457709476847,0.19203911882118527,0.2327441400659334,0.21522333166242424,4.025820432658407e-2,1.666487474465111e-2,3.670880243291812e-2,1.7615756998619055e-2
"KY",21,2,760681,0.25349785258209423,0.18702320683703155,0.24498968687268383,0.20605220848161054,3.851417348402287e-2,1.2988361744279139e-2,4.07818783432214e-2,1.6152631655056458e-2
"KY",21,3,746559,0.19572063293055203,0.15048375279113907,0.18970905179630812,0.17430638435810164,9.743771088420339e-2,4.0049078505516644e-2,0.10146284486557659,5.083054386860248e-2
"KY",21,4,760043,0.2601313346744855,0.1911549741264639,0.25503557035588775,0.21013547917683606,3.577166028764162e-2,8.691613500815085e-3,2.83747103782286e-2,1.0704657499641468e-2
"KY",21,5,696337,0.26979465402527797,0.20861019879742138,0.2559737598318056,0.23089107716522317,1.4615049896817202e-2,5.1153392681991625e-3,9.740973120773419e-3,5.2589478944821254e-3
"KY",21,6,774392,0.24986311842064485,0.16494230312296615,0.24689950309404024,0.1893498383247761,5.4211562102914286e-2,2.0870566844698808e-2,5.027427969297203e-2,2.358882839698757e-2
"LA",22,1,808968,0.2112432135758151,0.16494719197792743,0.20870788461348286,0.1844980271160293,7.799319626981537e-2,3.140915339049258e-2,8.596878986560655e-2,3.523254319083079e-2
"LA",22,2,797298,8.460575594068968e-2,6.973553175851438e-2,8.1461385830643e-2,7.225529224957293e-2,0.21470140399198293,0.1104781399175716,0.2226908884758271,0.14407160183519838
"LA",22,3,788118,0.2033934004806387,0.14094082358225546,0.19836496565235154,0.15778601681474094,0.10224484150850507,4.0595443829477315e-2,0.10277268124823948,5.390182688379151e-2
"LA",22,4,753143,0.17504378318592884,0.1292476993080995,0.16048081174491433,0.14156275767019014,0.1276291487805105,6.115704454532539e-2,0.1300217886908595,7.485696607417183e-2
"LA",22,5,740217,0.1722049074798336,0.13232335923114438,0.15646763043810125,0.14755402807555082,0.136600483371768,5.749935491889541e-2,0.12883519292315632,6.851504356155019e-2
"LA",22,6,796589,0.20620922458130855,0.14295201163962848,0.1976527418781831,0.1607102282356397,0.10273428330042217,3.7871474499396804e-2,0.10673760245245666,4.513243341296453e-2
"ME",23,1,683279,0.2363529392824893,0.22155371378309593,0.23001585004075933,0.25390360306697557,2.034893506166588e-2,7.346925633599159e-3,2.314427927684006e-2,7.333753854574778e-3
"ME",23,2,652628,0.2325903883989041,0.23519217686032473,0.2253749456045404,0.2539072794915327,2.142568201180458e-2,5.6540632642179e-3,1.9545591056467086e-2,6.309873312208486e-3
"MD",24,1,734002,0.20998035427696382,0.19545723308655835,0.20157846981343375,0.2136560935801265,6.043035305080913e-2,2.948084610123678e-2,5.426143253015659e-2,3.5155217560715095e-2
"MD",24,2,765155,0.14186014598349353,0.11130293862027955,0.1395651861387562,0.13166482608099012,0.16229914200390771,6.06975057341323e-2,0.1715338722219681,8.107638321647248e-2
"MD",24,3,763763,0.16360965378003386,0.13011627952650234,0.1619468342928369,0.14770157758362215,0.12887374748449454,5.293003196017613e-2,0.14047027677433968,7.435159859799441e-2
"MD",24,4,761353,8.319137115109548e-2,6.619793972047132e-2,7.381989694662003e-2,7.184446636448533e-2,0.21416084260520415,0.12180158218329737,0.22010814957056712,0.14887575145825918
"MD",24,5,768507,0.13345356646068285,0.10697104906006061,0.1284841907751003,0.11432166525483828,0.16292759857750158,8.588861259559119e-2,0.159573042275477,0.1083802750007482
"MD",24,6,779616,0.17559670401838853,0.14424537208061405,0.16340993514755983,0.16289557936214752,0.12407775109797645,5.8490333702745964e-2,0.11284401551533063,5.844030907523704e-2
"MD",24,7,718158,9.547481194945959e-2,8.325187493559913e-2,9.221647604009145e-2,8.842761620701851e-2,0.184594476424408,0.11507634810167122,0.19530521138802326,0.14565318495372884
"MD",24,8,761623,0.16543224141077673,0.15073336808368445,0.1690193179565218,0.1715612579977233,0.11315703438577879,4.853319818335318e-2,0.11308744615117979,6.8476135830982e-2
"MA",25,1,736460,0.2141256823181164,0.18971023545066942,0.22185183173560002,0.22138744806235233,5.70825299405263e-2,1.8879504657415204e-2,5.42296933981479e-2,2.273307443717242e-2
"MA",25,2,744124,0.22169826534287296,0.1829332208072848,0.21478812671006445,0.2086251753739968,6.265219237653939e-2,2.097499879052416e-2,6.588014900742349e-2,2.2447871591293925e-2
"MA",25,3,769115,0.22724950104990801,0.17340969815957302,0.20984508168479357,0.1959576916325907,6.922371816958452e-2,2.993700551933066e-2,6.536213700161875e-2,2.901516678260078e-2
"MA",25,4,752077,0.2154899032944765,0.1937740417537034,0.22777720898259088,0.21711074796862556,5.1593121449000565e-2,1.960969422013969e-2,5.5258969493815126e-2,1.9386312837648273e-2
"MA",25,5,766210,0.20515263439527023,0.16006969368710927,0.2051839574007126,0.1866433484292818,8.575977865076154e-2,3.1523994727294086e-2,8.985656673757847e-2,3.581002597199201e-2
"MA",25,6,774450,0.21222028536380658,0.2023694234618116,0.20783007295500033,0.23715798308476985,5.4570340241461686e-2,1.626831945251469e-2,4.8797210923881465e-2,2.0786364516753825e-2
"MA",25,7,806820,0.17593267395453757,7.907463870503954e-2,0.17157730348776679,8.206291366103964e-2,0.16417416524131775,6.772638258843361e-2,0.17140626161969214,8.804566074217297e-2
"MA",25,8,762640,0.19618955208224065,0.16321068918493653,0.19535167313542431,0.19049617119479703,8.710925207175076e-2,3.4528742263715516e-2,8.808349942305675e-2,4.5030420644078466e-2
"MA",25,9,747923,0.21079843780710047,0.2182270099996925,0.1953824123606307,0.25837552796210306,4.1068398752277975e-2,1.8564745301321125e-2,4.018729200733231e-2,1.739617580954189e-2
"MI",26,1,698974,0.22023279835873724,0.24148966914363051,0.20594471325113667,0.25244858893177713,3.135023620334948e-2,1.3604225622126145e-2,2.289355541121701e-2,1.2036213078025793e-2
"MI",26,2,737365,0.23370108426627248,0.18063238694540695,0.23311521431041615,0.19831155533555295,5.783024689265154e-2,1.740115139720491e-2,5.874024397686356e-2,2.0268116875631473e-2
"MI",26,3,743830,0.24694755522095102,0.17086162160708765,0.2372612021564067,0.18400440960972264,6.331554252987914e-2,2.2444644609655433e-2,5.278625492384013e-2,2.237876934245728e-2
"MI",26,4,702994,0.2517261882747221,0.21571734609399226,0.24115141807753693,0.23047138382404403,2.3920545552309123e-2,9.476610042190971e-3,1.9957496081047632e-2,7.579012054156935e-3
"MI",26,5,677788,0.19753816827680631,0.17992499129521325,0.18998123306992748,0.20334529380868355,7.556197513086688e-2,3.3449987311666776e-2,7.39597042142971e-2,4.623864689253867e-2
"MI",26,6,718436,0.2333582949629473,0.1853916006436203,0.2249998608087568,0.20306332088035678,5.5804553223947576e-2,1.9932186026312713e-2,5.4585237933511124e-2,2.2864945520547412e-2
"MI",26,7,701645,0.24207825894861362,0.21205880466617735,0.22864839056787978,0.22883651989253825,3.3112186362049184e-2,1.4161007347020216e-2,2.8561452016333047e-2,1.254338019938858e-2
"MI",26,8,736333,0.2385306647943254,0.18240660136106898,0.2293948526006576,0.20118343195266272,5.364420717257002e-2,1.8770040185622536e-2,5.5870102249933114e-2,2.0200099683159656e-2
"MI",26,9,720890,0.20978373954417456,0.17913828739474816,0.1877692851891412,0.19984463649100417,7.43109212223779e-2,2.778232462650335e-2,8.151312960368433e-2,3.985767592836632e-2
"MI",26,10,717703,0.2374115755403001,0.21725281906303862,0.23497463435432206,0.23456081415292956,2.3930511646182335e-2,1.2836786247235974e-2,2.5878392594151062e-2,1.3154466401840316e-2
"MI",26,11,727901,0.20803103718774943,0.18854761842613213,0.20027998312957393,0.21350705659148703,6.664230437930432e-2,2.8108218013163877e-2,6.411586190979268e-2,3.076792036279659e-2
"MI",26,12,708060,0.2281600429342146,0.15889613874530406,0.22333982995791318,0.17642996356240997,7.712199531113183e-2,2.5859390447137247e-2,7.640171736858459e-2,3.3790921673304525e-2
"MI",26,13,674157,0.11064336645618157,8.043081952720212e-2,0.10878919895513953,8.51359549778464e-2,0.18230619870445608,0.10331569649206342,0.19729973878488247,0.1320790261022284
"MI",26,14,696235,9.349860320150524e-2,7.855393653005091e-2,8.380360079570835e-2,8.402335418357308e-2,0.20035332897656682,0.1054816261750702,0.20725186179953609,0.14703368833798933
"MN",27,1,675755,0.25184275366072023,0.1964839327862909,0.2407706935205807,0.21044165414980281,4.236446641164327e-2,8.011779417096432e-3,3.902005904506811e-2,1.1064661008797567e-2
"MN",27,2,705074,0.23803458927715387,0.17679420883481733,0.22978013655304266,0.19428740813021045,6.533498611493262e-2,1.7352788501632452e-2,6.028161583039511e-2,1.813426675781549e-2
"MN",27,3,714299,0.2037284106515619,0.1851843555709864,0.20227383770661866,0.2110194750377643,7.645117800808905e-2,2.134400300154417e-2,7.519680133949508e-2,2.480193868394048e-2
"MN",27,4,714075,0.1901985085600252,0.15235514476770648,0.1864580051115079,0.17684276861674195,0.11344886741588768,3.1307635752547004e-2,0.11854076952701047,3.084830024857333e-2
"MN",27,5,721389,0.1961188762235077,0.12830525555560177,0.18989893108988354,0.13904703287685286,0.1413758734885062,3.659883918385226e-2,0.1335853471566658,3.506984442512985e-2
"MN",27,6,716009,0.2681418808981451,0.18481331938565018,0.2514465600292734,0.1919975866225145,4.2065113706671285e-2,9.096254376690796e-3,4.3519006046013387e-2,8.920278935041319e-3
"MN",27,7,662695,0.2432748096786606,0.21317499000294254,0.22868740521657777,0.2233923599846083,3.838417371490656e-2,1.0585563494518594e-2,3.361878390511472e-2,8.881914002670912e-3
"MN",27,8,667310,0.2419685003971168,0.22662480706118596,0.22515472568970943,0.23359158412132291,3.0215342194782037e-2,9.17114984040401e-3,2.4570289670468e-2,8.703601025010865e-3
"MS",28,1,764896,0.18840731288959545,0.14546291260511232,0.18631552524787684,0.16171610258126595,0.1077754361377233,4.468450612893779e-2,0.10872197004560097,5.691623436388738e-2
"MS",28,2,701238,7.531964896368994e-2,7.38978777533448e-2,7.278128110570163e-2,8.286630216845066e-2,0.22182055165293382,0.10753980816784031,0.2325686856673483,0.13320584452069056
"MS",28,3,749247,0.16821021639058947,0.12835687029777898,0.16019283360493936,0.14600792529032483,0.1277776220658875,6.0407315611540655e-2,0.1311423335695705,7.790488316936871e-2
"MS",28,4,768719,0.1987579336532595,0.15388197767975034,0.19368976179852457,0.16771277931207632,9.411631558475854e-2,4.195941559919815e-2,9.963588775612416e-2,5.024592861630843e-2
"MO",29,1,729026,0.11901221629955584,9.176627445386036e-2,0.11664467385251007,0.10038873785022756,0.1777837827457457,8.239898165497526e-2,0.19631535775130105,0.11568997539182416
"MO",29,2,764043,0.22520722001248622,0.201729483811775,0.219841029889679,0.23639899848568732,4.2199195595012326e-2,1.7521265164395197e-2,3.695210871639423e-2,2.0150698324570736e-2
"MO",29,3,792954,0.2665829291484752,0.19542117197214467,0.2533387813164446,0.20957583920378736,2.8948715814536532e-2,8.705423013188659e-3,2.5473104366709798e-2,1.1954035164713212e-2
"MO",29,4,769533,0.26095437102762326,0.18173229738035926,0.24553592893352202,0.2036624810112107,4.366934231540428e-2,1.3383441645777374e-2,3.683402791043399e-2,1.422810977566914e-2
"MO",29,5,770628,0.19292576963204036,0.14414737071583175,0.1849556465635819,0.1597683966842627,0.10703478202193535,4.466227544288554e-2,0.11096404490882761,5.554171403063476e-2
"MO",29,6,773740,0.24901129578411352,0.18732261483185567,0.24684777832346783,0.20848476232326105,3.883604311525835e-2,1.3801793884250523e-2,4.093623180913485e-2,1.4759479928658205e-2
"MO",29,7,777380,0.2593544984434897,0.18780519179809102,0.2565862255267694,0.212547274177365,3.183771128662945e-2,1.1097532738171809e-2,3.0077954153695748e-2,1.0693611875787903e-2
"MO",29,8,736228,0.25410878151876864,0.20697664310512504,0.2374210163155979,0.224488881161814,3.099447453777906e-2,1.152088755113905e-2,2.200812791689531e-2,1.248118789288101e-2
"MT",30,0,1050493,0.24364274678650882,0.20294852036139222,0.2290686372969644,0.21016037232042478,4.003453616540044e-2,1.4431319390038772e-2,4.368615497675853e-2,1.602771270251206e-2
"NE",31,1,648060,0.2671048976946579,0.17465358145850693,0.25358145850692837,0.18901799216121964,4.881955374502361e-2,1.1778230410764435e-2,4.2772274172144555e-2,1.227201185075456e-2
"NE",31,2,668800,0.2534644138755981,0.15060705741626795,0.24448415071770335,0.16668062200956937,6.99686004784689e-2,2.1374102870813396e-2,6.899372009569378e-2,2.442733253588517e-2
"NE",31,3,603216,0.25177714118988886,0.20864168059202673,0.24224324288480412,0.2236147582292247,3.336615739635553e-2,7.499801066284714e-3,2.4805376515211797e-2,8.05184212620355e-3
"NV",32,1,720730,0.13186907718563123,0.11948579912033633,0.12235372469579454,0.10793501033674191,0.18280632136861238,7.420531960651007e-2,0.17368362632331108,8.766112136306245e-2
"NV",32,2,720704,0.22049412796376877,0.188815380516828,0.20672009590622503,0.1893495804102655,7.09986346683243e-2,2.905492407423852e-2,6.40790116330699e-2,3.0488244827279992e-2
"NV",32,3,803545,0.18369475262741974,0.15379848048335812,0.17152741912400674,0.1580907105389244,0.10468984313261859,4.7078881705442756e-2,0.11859447821839474,6.252543416983491e-2
"NV",32,4,753060,0.18442487982365283,0.13470108623482857,0.1738652962579343,0.1354181605715348,0.12913712054816348,5.5830876689772393e-2,0.12429554085995803,6.232703901415558e-2
"NH",33,1,673194,0.24501852363508886,0.2147909815001322,0.24134350573534524,0.2341954919384308,2.784041450161469e-2,8.844404436165503e-3,1.9848661752778544e-2,8.118016500444152e-3
"NH",33,2,669601,0.23397067806051663,0.22549100135752487,0.22261764842047727,0.24396468941952,2.5545063403429803e-2,1.0070176119808661e-2,2.6877200004181596e-2,1.1463543214541197e-2
"NJ",34,1,729675,0.1832733751327646,0.15252406893479975,0.17650323774283072,0.17519032445951965,0.10379415493199028,4.532702915681639e-2,0.10677356357282351,5.661424606845514e-2
"NJ",34,2,713380,0.18887549412655247,0.17642911211416076,0.18400571925201156,0.20390535198631865,8.275393198575794e-2,4.086461633351089e-2,7.800751352715243e-2,4.515826067453531e-2
"NJ",34,3,746035,0.2011835905822113,0.1905714879328718,0.1889763885072416,0.21977923287781403,6.399029536147768e-2,3.27477933340929e-2,6.32678091510452e-2,3.948340225324549e-2
"NJ",34,4,756825,0.21978132329138175,0.18342285204637795,0.21823274865391604,0.21747695966703004,5.215076140455191e-2,2.560036996663694e-2,5.2230039969609884e-2,3.110494500049549e-2
"NJ",34,5,746385,0.19959136370639818,0.18356880162382685,0.20165062266792608,0.2059433134374351,6.403129752071653e-2,3.6178379790590645e-2,6.545281590600026e-2,4.3583405347106384e-2
"NJ",34,6,742483,0.17414405447666814,0.13328520652998116,0.1665021286682658,0.14846804573303363,0.12383044460277205,5.968621503792006e-2,0.12685542968660563,6.722847526475353e-2
"NJ",34,7,754222,0.19827186160043064,0.1893712991665584,0.19268995070416933,0.2116976168820321,6.972350315954719e-2,3.419947972878012e-2,6.49172259626476e-2,3.912906279583465e-2
"NJ",34,8,777484,0.1820719140200956,9.985285870834641e-2,0.1784654089344604,0.11240745790267066,0.15645595279131147,6.038066378214857e-2,0.14438110623498362,6.59846376259833e-2
"NJ",34,9,769504,0.18036293508545764,0.12926638458019712,0.1667697633800474,0.1497185199817025,0.11990321037967314,5.9794361042957545e-2,0.12188370690730653,7.230111864265813e-2
"NJ",34,10,781893,8.170299516685788e-2,5.623787398019934e-2,7.812322146380643e-2,6.234228980180152e-2,0.22833559067545048,0.11158176374516718,0.2358161538727166,0.1458601112940006
"NJ",34,11,729569,0.20631084928224747,0.19598146302817143,0.19605959134776835,0.22002579605218972,5.811376305736675e-2,2.836743337504746e-2,6.012042726596114e-2,3.502067659124771e-2
"NJ",34,12,758189,0.16130938328042216,0.13273867070084108,0.14873204438471146,0.15016044812045545,0.1344717478095831,6.634361616958305e-2,0.12689975718455423,7.934433234984944e-2
"NM",35,1,696688,0.21433841260363318,0.16474519440553018,0.2127552074960384,0.1918520198424546,7.719811450749833e-2,3.1599510828376545e-2,7.251596123372299e-2,3.499557908274579e-2
"NM",35,2,694692,0.2556456674324737,0.1658188089109994,0.24168120548386912,0.17411889009805784,5.904919014469722e-2,2.725668353745257e-2,4.790900139918122e-2,2.8520552993268958e-2
"NM",35,3,696690,0.1720090714665059,0.14749888759706611,0.17228035424650848,0.16042572736798288,0.11471242589961102,5.595314989450114e-2,0.11392872009071467,6.319166343710976e-2
"NY",36,1,718652,0.22980385499518544,0.20642258005265413,0.20596616999604817,0.23079459877659841,4.467391727846023e-2,1.797532046108548e-2,4.255467180220747e-2,2.1808886637760698e-2
"NY",36,2,721373,0.19931713551796365,0.16109141872512556,0.20332892969379227,0.1834460119799327,8.499347771541214e-2,3.7765483321388515e-2,8.844522875128401e-2,4.161231429510115e-2
"NY",36,3,725627,0.16575458189951586,0.18767906927388314,0.16124951249057712,0.21306125598964756,8.79666826069041e-2,4.676645163424183e-2,8.032914982491005e-2,5.719329628032033e-2
"NY",36,4,728807,0.16798823282432798,0.14758502593965206,0.15513572180289156,0.16857823813437578,0.11170309835114098,5.706037400848236e-2,0.11887372102627994,7.307558791284935e-2
"NY",36,5,798555,4.546837725641941e-2,3.911940943328888e-2,4.8630338549004136e-2,4.122947073150879e-2,0.24236151548734902,0.14688280707027068,0.25106724020261595,0.1852408412695431
"NY",36,6,761797,0.10920757104582979,0.10072893434865193,0.10497678515405022,0.11855783102322534,0.16573312837934515,0.1067699137696788,0.16575413134995282,0.12827170492926593
"NY",36,7,755717,0.18072109003767284,6.571110614158475e-2,0.1646634917568349,7.1561179647937e-2,0.16418050672407794,8.202806076877985e-2,0.16485800901660277,0.10627655590650997
"NY",36,8,793532,9.023958706139135e-2,5.615652550873815e-2,9.367612144185741e-2,6.783595368554765e-2,0.20958575079517902,0.1049018817136549,0.22428963167206867,0.15331454812156284
"NY",36,9,750170,0.11718543796739406,6.293906714478052e-2,0.12326272711518722,6.856445872268953e-2,0.17356332564618687,0.10472426250049989,0.19712731780796353,0.1526334030952984
"NY",36,10,733275,0.19521598308956395,0.13550168763424364,0.20456445399065834,0.1458756946575296,0.10255224847431045,4.8328389758276226e-2,0.10831679792710784,5.964474446830998e-2
"NY",36,11,755204,0.18317037515691126,0.14776934444203155,0.18001890879815255,0.17411189559377332,0.10031064454107765,5.082335368986393e-2,0.10230613185311518,6.148934592507455e-2
"NY",36,12,714279,0.2197068652445333,0.13503826935973198,0.221774684682036,0.14967680696198543,9.237426831812219e-2,3.76743541389289e-2,0.10540979085203402,3.834496044262816e-2
"NY",36,13,802800,8.055181863477828e-2,4.8031888390632785e-2,8.309915296462382e-2,5.051444942700548e-2,0.2326457399103139,0.10782884902840059,0.24284877927254608,0.15447932237169906
"NY",36,14,691813,0.12374875869635292,9.393000709729363e-2,0.11174262409061408,0.10169077481920692,0.18586236454070681,9.736012477360212e-2,0.1744257479983753,0.11123959798384823
"NY",36,15,781143,5.5338139111532715e-2,2.548445035031998e-2,5.248462829469124e-2,3.781253880531477e-2,0.2836023621795241,0.111956453555879,0.28925049574789763,0.14407093195484053
"NY",36,16,742552,0.11201909091888514,0.10669555802152576,0.11190866094226398,0.12429163210118618,0.16148902703110354,8.699188743683944e-2,0.17550420711276787,0.12109993643542809
"NY",36,17,746412,0.19112098948034062,0.15043702405641923,0.18097377855661484,0.1721020026473315,0.10496749784301432,4.5803122136300056e-2,9.714340069559439e-2,5.745218458438503e-2
"NY",36,18,730114,0.21055615972300215,0.17406596778037403,0.19407517182248252,0.1922206669095511,8.07723177476394e-2,3.349613895912145e-2,7.644970511454376e-2,3.836387194328557e-2
"NY",36,19,700975,0.21272513285067227,0.22212917721744713,0.20462213345697064,0.23871750062413066,4.656514141017868e-2,1.9876600449374088e-2,3.65933164520846e-2,1.877099753914191e-2
"NY",36,20,732130,0.20984661194050236,0.17586221026320462,0.20399109447775668,0.20270716949175693,7.493614522011119e-2,2.6402414871675797e-2,7.720350211028096e-2,2.905085162471146e-2
"NY",36,21,705669,0.25081589243682234,0.20863606024921033,0.23334311128872035,0.22285519131490827,4.13040674877315e-2,1.2136001439768503e-2,2.3897889803859883e-2,7.011785978978813e-3
"NY",36,22,696819,0.23469509298684452,0.20935565763849723,0.22297181908070818,0.22912549743907673,3.989988791924445e-2,1.3227251266110712e-2,3.740856664356167e-2,1.3316227025956525e-2
"NY",36,23,702026,0.23872192767789227,0.2057402432388544,0.23452122855848645,0.2246626193331871,4.2173651688114114e-2,1.1622076675222855e-2,3.1174059080432918e-2,1.138419374780991e-2
"NY",36,24,707889,0.21966720771194354,0.1898348469887228,0.21620338781927675,0.21420024890908038,5.784663979804743e-2,2.0443883151172005e-2,5.967602265326909e-2,2.2127762968487997e-2
"NY",36,25,719033,0.19378526437590485,0.16839839061628603,0.1908577214119519,0.19319141124259945,8.681381800278985e-2,3.2386552494809e-2,9.219048360784554e-2,4.2376358247813384e-2
"NY",36,26,714521,0.18781533362910258,0.15736276470530608,0.1786147642966407,0.18318565864404265,9.983191536707808e-2,3.687505335742407e-2,0.10706613241598217,4.924837758442369e-2
"NY",36,27,718515,0.23676054083769998,0.2229334112718593,0.2262123964009102,0.24833162842807735,2.5959096191450422e-2,1.0607990090673125e-2,2.003159293821284e-2,9.163343841116748e-3
"NC",37,1,759049,0.1346013234982195,0.10077083297652721,0.13093621096925231,0.11851804033731683,0.1518268254091633,8.767418177219126e-2,0.16043628276962357,0.11523630226770604
"NC",37,2,835806,0.19887868715946044,0.1498661172568754,0.20131944494296522,0.16600144052567223,9.170190211604128e-2,4.404849929289811e-2,9.667793722466697e-2,5.150597148142033e-2
"NC",37,3,755647,0.22470148098252227,0.14912386339123956,0.17794816892014392,0.16465360148323224,9.561210459381166e-2,4.295391895951416e-2,9.251145045239377e-2,5.249541121714239e-2
"NC",37,4,856104,0.18739662470914747,0.11263467989870389,0.1791966863838973,0.1275837982301216,0.13835001354975562,5.06632371767916e-2,0.14182272247297056,6.235223757861194e-2
"NC",37,5,758376,0.2094251400360771,0.17797504140426385,0.20380259923837252,0.20222290789792927,6.466185638786037e-2,2.9754369864025233e-2,7.318533286918362e-2,3.897275230228805e-2
