StateAbbreviation,StateFIPS,CongressionalDistrict,Population,NonHSGradPct,HSGradPct,CollegeGradPct,GradSchoolPct
"MN",27,5,721389,8.969268480440816e-2,0.17799363896035492,0.2964750926807528,0.1736280209873792
"MN",27,6,716009,5.5396983712218316e-2,0.2759595271997984,0.2194876059050479,9.025167326205859e-2
"MN",27,7,662695,8.400013332296377e-2,0.33210528070038997,0.1609008188252025,6.0541957847722955e-2
"MN",27,8,667310,7.10679245767829e-2,0.3133326766848387,0.16322068956656915,7.353892141202266e-2
"MS",28,1,764896,0.16443296205316807,0.31516383920504076,0.12993150943358758,7.388203894966569e-2
"MS",28,2,701238,0.18596273291925466,0.30671694764862467,0.1145053238686779,7.649955634427684e-2
"MS",28,3,749247,0.14156715950571994,0.29328738260646475,0.15569781606107191,0.10244776505334095
"MS",28,4,768719,0.13580484169861456,0.3009167655335379,0.13942091794213102,8.014982007863593e-2
"MO",29,1,729026,0.10620411026841335,0.2620044110590977,0.17876079076500023,0.14020837617382959
"MO",29,2,764043,4.586575706558597e-2,0.18224011201839677,0.2852319610714136,0.2096049194502178
"MO",29,3,792954,9.642316761551331e-2,0.3219018869610045,0.17724294134396884,9.304156376379767e-2
"MO",29,4,769533,0.10796474653090862,0.340788854222357,0.15944255152767692,0.10055976252982342
"MO",29,5,770628,0.10973965080071597,0.3113842618747349,0.17698495578419568,0.10013181997158167
"MO",29,6,773740,8.70700293074194e-2,0.3415933981181552,0.1739241092086997,0.10254897424032083
"MO",29,7,777380,0.11122527166341599,0.32005201077366024,0.16719877093588434,8.318240921333706e-2
"MO",29,8,736228,0.1645658428914903,0.3897776989476174,0.10695084939497852,5.638524299396949e-2
"MT",30,0,1050493,7.01000185168296e-2,0.2807109909820276,0.21740139788244853,0.1056993143245641
"NE",31,1,648060,7.488683258932335e-2,0.25978033838200115,0.21083227132233018,0.10816130361147984
"NE",31,2,668800,8.720293091352613e-2,0.2086372994511415,0.2579864183888229,0.14180449266125297
"NE",31,3,603216,9.878352774502859e-2,0.32414340793611496,0.15512165948090975,7.034851942360343e-2
"NV",32,1,720730,0.21883907748121276,0.33668858512568023,0.10411537963202902,5.295453809277015e-2
"NV",32,2,720704,0.11167256290480708,0.26342363625878223,0.17768457810576638,9.813806146007958e-2
"NV",32,3,803545,6.842374157936595e-2,0.25395420860524276,0.2181244875637089,0.10962230263192546
"NV",32,4,753060,0.14048818193895915,0.3007838448252956,0.15115483250198275,7.090434033439215e-2
"NH",33,1,673194,7.045162206408072e-2,0.2701776586148141,0.23304433530453375,0.14447813303932378
"NH",33,2,669601,6.850424433688368e-2,0.29049130782348065,0.21946154215429056,0.1418299384899887
"NJ",34,1,729675,9.750244352089509e-2,0.30417067298141337,0.20536104511176625,0.12224557583655825
"NJ",34,2,713380,0.1162372762092099,0.32672455841549325,0.17594813730899322,0.10440105228648419
"NJ",34,3,746035,6.616418087232487e-2,0.3103749090505726,0.2208505910067702,0.11700937601642449
"NJ",34,4,756825,7.59154052686875e-2,0.25608778551694616,0.26490330363049147,0.15428810459550954
"NJ",34,5,746385,6.252185318906849e-2,0.23519730169860853,0.2947712683446052,0.1868836434795879
"NJ",34,6,742483,0.10787438314564089,0.25491901809439454,0.2452549664684297,0.17184138934581805
"NJ",34,7,754222,5.853385114305161e-2,0.21193402692381752,0.28840819268012285,0.23595231422432447
"NJ",34,8,777484,0.19555798812097222,0.2806959348514753,0.2211975961830837,0.12305279588380445
"NJ",34,9,769504,0.14466588996568838,0.31993179084785256,0.22171550534813206,0.1174349293346408
"NJ",34,10,781893,0.13721690386091392,0.3045429030742971,0.20181876501158924,0.10408544338840924
"NJ",34,11,729569,5.18783542039356e-2,0.2097345969551885,0.31077996036225886,0.23143114631035155
"NJ",34,12,758189,9.092147525067826e-2,0.25184099342653105,0.24826837251959952,0.1985509971488106
"NM",35,1,696688,0.10385071408210395,0.24015425991183967,0.18281286793715582,0.15709186603266145
"NM",35,2,694692,0.18334137670865083,0.2914398094966206,0.12121026742523626,7.346660413225575e-2
"NM",35,3,696690,0.1338412017167382,0.26975751072961374,0.1502038626609442,0.12023390557939914
"NY",36,1,718652,8.425388318197607e-2,0.27479926554513423,0.20302516004168528,0.16401766661704134
"NY",36,2,721373,0.11873814233237799,0.2867577604650224,0.18530860210713276,0.1364812497477092
"NY",36,3,725627,6.899629631776319e-2,0.19616571321482323,0.27874797379408145,0.247128535354999
"NY",36,4,728807,0.10689966869484885,0.24137093434423879,0.23223615048899365,0.18527802554872416
"NY",36,5,798555,0.17847478091671445,0.29844246120810486,0.1791105484273457,8.210012147373474e-2
"NY",36,6,761797,0.1726864104328823,0.27165830607567815,0.20532819162900262,0.13614223174564882
"NY",36,7,755717,0.27847854419076123,0.234379495100642,0.20875223246609065,0.11887242361345755
"NY",36,8,793532,0.14690304895186576,0.30245872617835257,0.1983789781831853,0.1278439059289028
"NY",36,9,750170,0.12509081917948914,0.2731042090648002,0.2176103619453373,0.1681039237689484
"NY",36,10,733275,0.11705673638526597,0.13997262536339264,0.29810828440965426,0.3164485368143615
"NY",36,11,755204,0.13125038030911526,0.28517669161494463,0.208027184495558,0.14749718571254716
"NY",36,12,714279,5.472358317383987e-2,9.473644927574865e-2,0.39881717162562486,0.34209969807310575
"NY",36,13,802800,0.2574358393292165,0.222101439011954,0.1820169537136706,0.13395487507789927
"NY",36,14,691813,0.2163541487470612,0.31314868971844717,0.1681427478244363,9.929191605814158e-2
"NY",36,15,781143,0.35326099443359477,0.2751182730567189,0.10199158250916421,3.524067131055946e-2
"NY",36,16,742552,0.14878926289044697,0.2297210019492043,0.20071567800308382,0.19487194406462435
"NY",36,17,746412,0.1132724601944197,0.21213841314794696,0.23749272655509304,0.2215359074207449
"NY",36,18,730114,8.650522559265868e-2,0.2649482538873311,0.20074024980881977,0.16426408360948253
"NY",36,19,700975,9.893467504507603e-2,0.3223328608716223,0.16189202030061287,0.13404726074916656
"NY",36,20,732130,7.834671317036992e-2,0.2431361937119777,0.20459023622678574,0.17704080098619923
"NY",36,21,705669,0.10775889374102146,0.3604905172255247,0.1312364491653401,0.11007007097010182
"NY",36,22,696819,0.10637133632437419,0.3394314227011615,0.14062644136022476,0.10300851188729088
"NY",36,23,702026,0.10042671388351593,0.33371585135084103,0.13628620459609034,0.12837080891022226
"NY",36,24,707889,0.1006854644790697,0.28729238434721943,0.1763445609704245,0.13246740380070549
"NY",36,25,719033,9.511636373144325e-2,0.24502454791015926,0.20010418531308893,0.1713446140416862
"NY",36,26,714521,9.518787610441364e-2,0.27850544407994043,0.1835449916477147,0.13863586048664642
"NY",36,27,718515,6.79866915841081e-2,0.3091059434353228,0.17984736763912457,0.12448685969864492
"NC",37,1,759049,0.16148387648352674,0.28102873397946576,0.1737057273652876,0.11469109223319836
"NC",37,2,835806,9.821652042706255e-2,0.23485043514327192,0.23708514792010812,0.11650540979269017
"NC",37,3,755647,0.11836593024288262,0.28060248452218556,0.1596777708718429,8.368715038704626e-2
"NC",37,4,856104,8.047240444450687e-2,0.14562818693899338,0.31099432496593576,0.23560521990757
"NC",37,5,758376,0.14159891598915988,0.2786049885994611,0.17673906200818382,9.604282303446264e-2
"NC",37,6,768546,0.14777684112858055,0.29071265174188465,0.16054795863908014,8.652564124324151e-2
"NC",37,7,800096,0.12944821909849427,0.28371949568470073,0.17781937966564276,8.955882273830082e-2
"NC",37,8,789484,0.10937776512499327,0.27118422368755146,0.18276562512022282,9.324674725122531e-2
"NC",37,9,788020,0.11876031959917253,0.24889449811163197,0.21825359169497638,0.12392628722172667
"NC",37,10,760410,0.13194206095115918,0.3036398521327654,0.15805326896494812,8.295681954158156e-2
"NC",37,11,759358,0.13204459224412182,0.2840799920692856,0.1667901334703184,0.10009643027730464
"NC",37,12,860866,0.10757777595427111,0.19137799489146545,0.2815542794888672,0.13035841799545014
"NC",37,13,781657,0.11625145622367596,0.26844923380231206,0.19419116109567763,9.339434537144906e-2
"ND",38,0,755393,7.062455636574821e-2,0.2639623798154482,0.21787483061237659,8.95213589727044e-2
"OH",39,1,740851,8.96078069581975e-2,0.2871558316419624,0.2201590913750333,0.13118067941857842
"OH",39,2,728153,0.11005144200007436,0.31559246352196707,0.18259268463060183,0.1294581273076991
"OH",39,3,782878,0.12085215195284822,0.30533069971618687,0.18181656249628905,9.209083604149926e-2
"OH",39,4,710603,9.404461735246401e-2,0.40658063039684844,0.1198616281778319,7.088797440162156e-2
"OH",39,5,717547,7.011075446054192e-2,0.35313983318667974,0.16420660395675576,0.10516509891889436
"OH",39,6,696153,0.11491803904165018,0.43725162204983725,9.929696112903906e-2,6.043604073247775e-2
"OH",39,7,725665,0.11624259218667991,0.40247627589341195,0.13130657035587667,6.377707484128628e-2
"OH",39,8,730445,8.68700141942442e-2,0.3773726805220672,0.1518370905725012,9.607457866648485e-2
"OH",39,9,720715,0.13434096654998054,0.32861524374432777,0.14229223389083365,7.839645727991702e-2
"OH",39,10,721456,9.934134072310305e-2,0.27566577003405035,0.17271825961171203,0.13016545716073563
"OH",39,11,675475,0.1274846078649951,0.2917366958788523,0.14766588348282425,0.12434829957639472
"OH",39,12,780529,7.098076238177882e-2,0.2535468710840263,0.2648983660555628,0.14774845056993022
"OH",39,13,715559,9.081050078459013e-2,0.40246948984475817,0.15248716079351649,7.8545852577838e-2
"OH",39,14,724790,8.121746282649245e-2,0.285477335318779,0.21528377385409703,0.1372588765210002
"OH",39,15,772776,9.216868154127496e-2,0.3246131478613807,0.193454465600733,0.12821114724802077
"OH",39,16,715014,6.321682194924139e-2,0.2953929539295393,0.2178129883488616,0.12382845726267482
"OK",40,1,803883,0.104850396065623,0.2643109208995007,0.20286443668581297,0.10057063483124977
"OK",40,2,744806,0.14615859259832428,0.37746641508984746,0.11158463635443762,5.596592205483502e-2
"OK",40,3,774066,0.1192977355236614,0.3372876866734243,0.15411821637886913,6.826686209416764e-2
"OK",40,4,789947,0.1038542311993236,0.31675647664356155,0.1720221466337818,9.15263020498494e-2
"OK",40,5,818162,0.12406402096593036,0.2643654062149008,0.20074503931111942,0.11277798577311868
"OR",41,1,844175,7.478118712702836e-2,0.1875109854386411,0.26665392497990625,0.15731830724416088
"OR",41,2,821129,0.10560327325568336,0.2796228429842886,0.16054745477761592,8.921626053345912e-2
"OR",41,3,842158,8.042846858067311e-2,0.1970448056751329,0.2546692828159519,0.1621024087354345
"OR",41,4,803611,8.268779594581062e-2,0.25831509377279943,0.1631331988612792,0.109954150751756
"OR",41,5,831703,0.10939675702976756,0.24207233023159563,0.2002234233223083,0.11495428064354335
"PA",42,1,728366,0.15696832230341934,0.35253458091060696,0.16346860024913676,0.12030180441548219
"PA",42,2,726135,0.1106504855553883,0.30573512719639057,0.18530030390437793,0.17484265727153267
"PA",42,3,691184,9.144794809494566e-2,0.39871510755018086,0.17655153433328746,8.80796238978494e-2
"PA",42,4,729945,0.1004353626574884,0.3637666171966276,0.1746167387666172,0.10643492058479902
"PA",42,5,696063,8.743598112070697e-2,0.42568998125460267,0.15570395661779474,9.957027850304613e-2
"PA",42,6,728576,6.361900545147632e-2,0.27756079048383336,0.26563000328116415,0.17578738056364865
"PA",42,7,725762,6.701707232093973e-2,0.26123736996665176,0.25997113135234684,0.19483350754068987
"PA",42,8,713998,6.158050549023685e-2,0.2852333522324871,0.2382058490591949,0.16804813594834841
"PA",42,9,687620,0.1082284253948428,0.4430148569362499,0.13092469636958273,7.181948165069765e-2
"PA",42,10,694398,0.10588127388535032,0.4151887898089172,0.1411831847133758,8.379515923566878e-2
"PA",42,11,701056,9.387568702228917e-2,0.40508076017113465,0.15332614931017355,9.321870943964619e-2
"PA",42,12,689237,5.730344644561777e-2,0.35228528536854903,0.19452553443474885,0.13179356975081497
"PA",42,13,728475,0.10539226284775319,0.3246895429332935,0.22121564727202683,0.1443944760459622
"PA",42,14,687028,7.017182255577716e-2,0.30353162743422024,0.20249519571767188,0.1540522681668556
"PA",42,15,734824,0.10448823557638479,0.3502595211055839,0.17766199075481054,0.11541491386618467
"PA",42,16,731802,0.15672392392227003,0.3463255051229995,0.1700699520228671,9.975236942598861e-2
"PA",42,17,697535,0.10666190348127305,0.39243897837701147,0.14864951652330283,7.87992758887823e-2
"PA",42,18,713533,5.397886007807051e-2,0.3048140912261232,0.24023444273609007,0.14177542975388135
"RI",44,1,539250,0.13929072835771214,0.30042708772344257,0.1995662012815316,0.13016377512260988
"RI",44,2,520389,9.439807269115315e-2,0.29825269038485813,0.20676862964609297,0.1326287021945638
"SC",45,1,782340,6.798919252180535e-2,0.23776089361161984,0.24650660960705026,0.15311440332203022
"SC",45,2,713488,0.10001400554454792,0.27598543423367017,0.21476884672579202,0.12261648287822179
"SC",45,3,687378,0.16862422001239039,0.313836570375054,0.13612180899644255,8.429294961455679e-2
"SC",45,4,731886,0.11953289418089486,0.2505905218724473,0.19390243411707422,0.12210422962548641
"SC",45,5,718465,0.1333395870889855,0.30802737513561135,0.16612897963178974,8.522713368626267e-2
"SC",45,6,670725,0.16921768901309056,0.3466184042870852,0.11917358272948374,7.314349016327303e-2
"SC",45,7,720087,0.13806241035384914,0.3441629471055912,0.14235368476255145,7.666959535219563e-2
"SD",46,0,869666,8.289140018692598e-2,0.3075558819894911,0.19110831089583488,9.03910651473565e-2
"TN",47,1,714912,0.14837428176509343,0.3657421255647638,0.1257602683886709,7.345497627552068e-2
"TN",47,2,747673,0.10387659351715092,0.30003755747948446,0.18797615781146923,0.11957289556490924
"TN",47,3,733082,0.12467518520436244,0.346548381343597,0.15671462898719152,8.808114281111744e-2
"TN",47,4,782024,0.1318165848837344,0.33910253687953396,0.1691864303390871,8.192642238600258e-2
"TN",47,5,774096,0.10309116144729966,0.24448702603783268,0.2525469349681668,0.13634788537434653
"TN",47,6,772984,0.12487321423892987,0.3650606513138935,0.14865466740024627,7.419259458872758e-2
"TN",47,7,778057,0.11094317041155123,0.32337271253185085,0.18648752992046946,0.11708169253339511
"TN",47,8,716130,0.1112756756535295,0.318157887728743,0.1721741161142829,0.11858479956243585
"TN",47,9,697026,0.1419443034367291,0.3161808579799977,0.14612555326974627,0.10008504991673123
"TX",48,1,717376,0.1497243740482308,0.27748837586793873,0.14372489091363436,6.465302740027382e-2
"TX",48,2,772262,0.11883506456427974,0.18624672579869433,0.2693764694385523,0.14382534016245022
"TX",48,3,870763,5.850757821407278e-2,0.1356024392539983,0.34289893273920974,0.19670930828530486
"TX",48,4,747188,0.12220183118224576,0.31775123599787397,0.1549304531825065,7.708214246317077e-2
"TX",48,5,769579,0.20539925977890128,0.3057927542191796,0.12624277316819468,6.862365643419854e-2
"TX",48,6,792043,0.1224231578781405,0.24305878550425303,0.19135245287778574,9.960110681035231e-2
"TX",48,7,800081,0.11589179485710466,0.15421620021579918,0.28654310731711974,0.20218281818442235
"TX",48,8,863498,0.12132537888718053,0.2726163231470132,0.2077998682131546,9.823256835556941e-2
"TX",48,9,789535,0.21447829550761552,0.2571887178239387,0.16364217904391132,9.147243621693112e-2
"TX",48,10,846261,9.621492332095631e-2,0.2288626866847369,0.2648103522975068,0.1371342841081205
"TX",48,11,759467,0.16714204105364378,0.32070185995734846,0.14490956366526866,6.292831977686204e-2
"TX",48,12,806551,0.11816837330096083,0.24952503011431224,0.21776077303110652,9.81322549183578e-2
"TX",48,13,713480,0.16648705277213652,0.3128523402044593,0.14327607156504527,5.888187130485559e-2
"TX",48,14,765031,0.1329901397541541,0.29625082037324274,0.16047978777707922,8.273698193306543e-2
"TX",48,15,790730,0.30321003002186353,0.25545130997628035,0.13414226176216038,5.8077521588331404e-2
"TX",48,16,742384,0.1992120828513434,0.23171093698845407,0.15874020560054128,8.704629286072856e-2
"TX",48,17,771567,0.14407559890350832,0.2591324082290911,0.19747241625118722,0.10633433851998562
"TX",48,18,800402,0.2356387935991751,0.2788741052130634,0.14046717296900715,8.493585294759176e-2
"TX",48,19,734202,0.18472136913783732,0.2940084753626775,0.14989195901070687,7.898260297035391e-2
"TX",48,20,806372,0.17138069294506594,0.26722235066980476,0.15985795673490197,8.579508065520124e-2
"TX",48,21,809322,6.187288585676045e-2,0.1833784231743961,0.2896353960598964,0.17612305783975107
"TX",48,22,897080,8.391136381473956e-2,0.1609229883754393,0.2881879463857471,0.18286401967367513
"TX",48,23,769276,0.2351558587486691,0.276882320016497,0.1550065440894878,6.88265668991116e-2
"TX",48,24,800103,8.711286989274325e-2,0.18745633353932595,0.2958573479765352,0.1672171009321013
"TX",48,25,789825,8.709082063677151e-2,0.22525232244762428,0.24711769384618948,0.14636632508861208
"TX",48,26,879237,7.103012142035738e-2,0.1723461941710527,0.3017410527531808,0.15184983573157648
"TX",48,27,740277,0.17813546660537205,0.30693012412162607,0.13639833847770408,6.851727195113942e-2
"TX",48,28,753502,0.2740870499585767,0.298119357904408,0.1267802441155158,5.530184858697885e-2
"TX",48,29,761833,0.3760468804481087,0.29470120462955673,7.582755013665965e-2,3.188500343055103e-2
"TX",48,30,774443,0.21494966669085708,0.28996547684460433,0.13782721834599873,7.011207066361176e-2
"TX",48,31,853799,7.505609070512471e-2,0.22971916465758307,0.2404373075007,0.12090501489085494
"TX",48,32,763452,0.1258461338193179,0.16898172963535843,0.2734581986921298,0.15833996967701425
"TX",48,33,753565,0.41001453531488236,0.2981177109503175,7.298462268650041e-2,2.6263967707413467e-2
"TX",48,34,727595,0.30620863242285823,0.28826326093036264,0.1141768434790715,4.7156707373916286e-2
"TX",48,35,830041,0.1893323657474601,0.28827247727446337,0.15661332212970744,7.506683981361241e-2
"TX",48,36,742474,0.16359993514928675,0.31935373462047323,0.12266792631838097,5.334171321973784e-2
"UT",49,1,763612,7.691873869240175e-2,0.2522051226521929,0.21060669635404683,0.10413593030233304
"UT",49,2,765809,9.748160247882391e-2,0.23406109492615731,0.20795092871697288,0.12265715777242646
"UT",49,3,767012,5.415172694161276e-2,0.16623216391822998,0.2748641538777893,0.14760015032298168
"UT",49,4,805400,8.281987495778384e-2,0.2363157851382631,0.22315463883557526,0.10040857008706826
"VT",50,0,623657,7.380477021947927e-2,0.2900878053666677,0.22486096155641103,0.1579722583303549
"VA",51,1,805159,9.186097896046698e-2,0.24881341767143272,0.22775539485872875,0.14138218582609613
"VA",51,2,741514,7.306923700451842e-2,0.22619802409290454,0.21301394049806985,0.1370494618823284
"VA",51,3,739840,0.10495044638194073,0.2794869116595905,0.16712236743203915,9.934276685119987e-2
"VA",51,4,771899,0.12493567934859437,0.2816876984987136,0.1777115984506498,0.11986353655203612
"VA",51,5,727064,0.12675177006085225,0.2963225266460249,0.1748424065413723,0.11660257573363145
"VA",51,6,752763,0.12467013147511498,0.32396877343025876,0.1677454015196091,0.10485538918090276
"VA",51,7,790084,8.356896415157247e-2,0.24636330311732665,0.24794747904190514,0.15551265590777885
"VA",51,8,801609,8.792769461312336e-2,0.13014760783412785,0.3067026592384125,0.31530223839683374
"VA",51,9,711755,0.16268585669084087,0.3374301474853095,0.11624618486265506,8.234496441871908e-2
"VA",51,10,850118,7.591254708666091e-2,0.15914799737548294,0.30246844053984956,0.258691924961696
"VA",51,11,778215,7.97064782159558e-2,0.15373995864115378,0.29019359988084986,0.278125829420537
"WA",53,1,744868,5.508647105938756e-2,0.19036058441322595,0.27262995509660254,0.15964123160327495
"WA",53,2,745184,7.358549644003883e-2,0.23148791013456088,0.22039864563946082,0.10468094540744587
"WA",53,3,731931,8.507650743745507e-2,0.25654677736612186,0.17270062959656843,9.844259769806224e-2
"WA",53,4,724053,0.20689074214472244,0.2709921125786415,0.12713867053278888,7.907594358653773e-2
"WA",53,5,716859,7.042628626595869e-2,0.23683148293023953,0.18693718061820663,0.11098049170231536
"WA",53,6,713112,7.485206002387358e-2,0.24791985355456442,0.1849694156444205,0.11587866284533166
"WA",53,7,768408,4.945305298428732e-2,0.1075493058452005,0.3503317432556053,0.2549305845200501
"WA",53,8,757166,8.520203435508202e-2,0.24703422589768204,0.22031493152236778,0.12009174074891138
"WA",53,9,765319,0.10579524025669697,0.19060930471140042,0.2633228897967016,0.16690284558695997
"WA",53,10,738843,8.079281734738868e-2,0.2561806084412201,0.18367670046895668,9.793779309791975e-2
"WV",54,1,611376,9.959138981505632e-2,0.39931483191529854,0.13333991245074472,9.802180037547963e-2
"WV",54,2,621635,0.126815862692866,0.403091324648335,0.12969845570491362,8.152838955339177e-2
"WV",54,3,582846,0.16201677431794081,0.43337269835148945,0.10294273594909863,5.924756579581606e-2
"WI",55,1,715529,7.613653857060677e-2,0.3071570938965995,0.19702365037310712,0.10090096659455693
"WI",55,2,761806,5.4163323924132124e-2,0.230830485811915,0.2532600406081315,0.17018966968751548
"WI",55,3,720944,7.607225322603985e-2,0.3281972555854059,0.17452178271601831,8.518255201615695e-2
"WI",55,4,708971,0.1363231238430559,0.30480514683928955,0.17054323570586583,0.1055951309378739
"WI",55,5,730386,5.034833517412897e-2,0.2682605639785901,0.25591629142755634,0.12650707097232627
"WI",55,6,715060,7.368909030600215e-2,0.34249501452680964,0.17902744308168184,8.86235298349099e-2
"WI",55,7,710385,7.752418681164601e-2,0.34974751713664487,0.15647025599807257,8.106309405554425e-2
"WI",55,8,732402,7.295859987786875e-2,0.32607067407359097,0.18944572570269932,8.862222907316611e-2
"WY",56,0,579315,7.055197317513541e-2,0.2959478978591695,0.1736187774052102,0.10261800361103947
